store_id,product_id,stock_on_hand,reorder_level,last_restocked_date
STR-0078,PROD-00100,159,23,2025-09-10
STR-0078,PROD-00101,355,38,2025-09-12
STR-0078,PROD-00102,229,13,2025-09-10
STR-0078,PROD-00103,184,32,2025-09-13
STR-0078,PROD-00104,128,86,2025-09-10
STR-0078,PROD-00105,49,34,2025-09-10
STR-0079,PROD-00098,428,85,2025-09-13
STR-0079,PROD-00099,80,21,2025-09-12
STR-0079,PROD-00100,181,79,2025-09-12
STR-0079,PROD-00101,93,64,2025-09-11
STR-0079,PROD-00102,276,42,2025-09-11
STR-0079,PROD-00103,393,34,2025-09-12
STR-0079,PROD-00104,165,39,2025-09-11
STR-0079,PROD-00105,346,48,2025-09-12
STR-0080,PROD-00098,379,62,2021-12-31
STR-0080,PROD-00099,128,96,2021-12-22
STR-0080,PROD-00100,167,77,2021-12-25
STR-0080,PROD-00101,71,12,2021-12-17
STR-0080,PROD-00102,215,34,2021-12-31
STR-0080,PROD-00103,276,40,2021-12-24
STR-0080,PROD-00104,204,29,2021-12-27
STR-0080,PROD-00105,387,95,2021-12-30
STR-0081,PROD-00098,214,38,2025-09-11
STR-0081,PROD-00099,341,35,2025-09-11
STR-0081,PROD-00100,178,82,2025-09-13
STR-0081,PROD-00101,133,88,2025-09-08
STR-0081,PROD-00102,170,35,2025-09-11
STR-0081,PROD-00103,185,65,2025-09-13
STR-0081,PROD-00104,318,33,2025-09-10
STR-0081,PROD-00105,219,72,2025-09-13
STR-0082,PROD-00098,399,89,2025-09-11
STR-0082,PROD-00099,166,26,2025-09-11
STR-0082,PROD-00100,270,65,2025-09-10
STR-0082,PROD-00101,375,49,2025-09-11
STR-0082,PROD-00102,88,66,2025-09-09
STR-0082,PROD-00103,391,57,2025-09-12
STR-0082,PROD-00104,273,39,2025-09-10
STR-0082,PROD-00105,294,74,2025-09-11
STR-0083,PROD-00098,170,40,2025-09-10
STR-0083,PROD-00099,312,39,2025-09-11
STR-0083,PROD-00100,183,69,2025-09-10
STR-0083,PROD-00101,319,32,2025-09-13
STR-0083,PROD-00102,214,30,2025-09-12
STR-0083,PROD-00103,197,51,2025-09-09
STR-0083,PROD-00104,217,28,2025-09-09
STR-0083,PROD-00105,454,49,2025-09-11
STR-0084,PROD-00098,291,74,2025-09-13
STR-0084,PROD-00099,99,17,2025-09-11
STR-0084,PROD-00100,108,77,2025-09-10
STR-0084,PROD-00101,279,40,2025-09-12
STR-0084,PROD-00102,148,35,2025-09-10
STR-0084,PROD-00103,144,26,2025-09-11
STR-0084,PROD-00104,262,84,2025-09-10
STR-0084,PROD-00105,434,83,2025-09-13
STR-0085,PROD-00106,175,47,2025-09-09
STR-0085,PROD-00107,53,46,2025-09-11
STR-0085,PROD-00108,179,49,2025-09-13
STR-0085,PROD-00109,113,41,2025-09-12
STR-0085,PROD-00110,439,100,2025-09-13
STR-0085,PROD-00111,330,78,2025-09-11
STR-0085,PROD-00112,322,40,2025-09-12
STR-0085,PROD-00113,62,19,2025-09-12
STR-0085,PROD-00114,407,44,2025-09-13
STR-0085,PROD-00115,193,67,2025-09-09
STR-0085,PROD-00116,72,21,2025-09-10
STR-0085,PROD-00117,157,45,2025-09-11
STR-0086,PROD-00118,329,91,2025-09-11
STR-0086,PROD-00119,357,36,2025-09-12
STR-0086,PROD-00120,326,59,2025-09-13
STR-0086,PROD-00121,343,55,2025-09-12
STR-0086,PROD-00122,254,34,2025-09-13
STR-0086,PROD-00123,310,60,2025-09-12
STR-0087,PROD-00118,279,22,2025-09-12
STR-0087,PROD-00119,135,28,2025-09-08
STR-0087,PROD-00120,267,66,2025-09-12
STR-0087,PROD-00121,131,75,2025-09-09
STR-0087,PROD-00122,176,19,2025-09-13
STR-0087,PROD-00123,133,62,2025-09-08
STR-0088,PROD-00118,247,80,2025-09-08
STR-0088,PROD-00119,109,62,2025-09-11
STR-0088,PROD-00120,434,79,2025-09-11
STR-0088,PROD-00121,46,38,2025-09-10
STR-0088,PROD-00122,248,74,2025-09-13
STR-0088,PROD-00123,142,70,2025-09-10
STR-0089,PROD-00118,393,39,2025-07-31
STR-0089,PROD-00119,163,89,2025-07-29
STR-0089,PROD-00120,190,87,2025-07-31
STR-0089,PROD-00121,348,26,2025-07-31
STR-0089,PROD-00122,141,31,2025-07-29
STR-0089,PROD-00123,394,17,2025-07-31
STR-0090,PROD-00118,372,48,2025-09-11
STR-0090,PROD-00119,390,63,2025-09-13
STR-0090,PROD-00120,254,37,2025-09-09
STR-0090,PROD-00121,70,64,2025-09-12
STR-0090,PROD-00122,450,39,2025-09-13
STR-0090,PROD-00123,234,49,2025-09-10
STR-0091,PROD-00118,61,46,2025-09-10
STR-0091,PROD-00119,231,100,2025-09-13
STR-0091,PROD-00120,120,12,2025-09-13
STR-0091,PROD-00121,406,12,2025-09-12
STR-0091,PROD-00122,381,27,2025-09-12
STR-0091,PROD-00123,267,63,2025-09-13
STR-0092,PROD-00118,447,89,2021-01-01
STR-0092,PROD-00119,495,99,2021-01-01
STR-0092,PROD-00120,384,76,2021-01-01
STR-0092,PROD-00121,278,55,2021-01-01
STR-0092,PROD-00122,187,37,2021-01-01
STR-0092,PROD-00123,287,57,2021-01-01
STR-0093,PROD-00118,388,20,2025-09-12
STR-0093,PROD-00119,102,49,2025-09-12
STR-0093,PROD-00120,221,81,2025-09-10
STR-0093,PROD-00121,270,76,2025-09-11
STR-0093,PROD-00122,315,13,2025-09-12
STR-0093,PROD-00123,141,14,2025-09-13
STR-0094,PROD-00118,90,21,2025-09-10
STR-0094,PROD-00119,202,93,2025-09-12
STR-0094,PROD-00120,488,54,2025-09-13
STR-0094,PROD-00121,293,49,2025-09-12
STR-0094,PROD-00122,95,58,2025-09-11
STR-0094,PROD-00123,330,87,2025-09-13
STR-0095,PROD-00118,254,31,2025-09-09
STR-0095,PROD-00119,188,52,2025-09-11
STR-0095,PROD-00120,323,58,2025-09-12
STR-0095,PROD-00121,217,50,2025-09-12
STR-0095,PROD-00122,208,82,2025-09-10
STR-0095,PROD-00123,139,44,2025-09-09
STR-0096,PROD-00124,240,27,2025-09-11
STR-0096,PROD-00125,371,57,2025-09-12
STR-0096,PROD-00126,99,11,2025-09-09
STR-0096,PROD-00127,324,82,2025-09-12
STR-0096,PROD-00128,203,63,2025-09-12
STR-0096,PROD-00129,172,67,2025-09-09
STR-0097,PROD-00124,231,70,2025-09-11
STR-0097,PROD-00125,199,47,2025-09-13
STR-0097,PROD-00126,197,82,2025-09-13
STR-0097,PROD-00127,242,49,2025-09-11
STR-0097,PROD-00128,94,17,2025-09-10
STR-0097,PROD-00129,52,10,2025-09-08
STR-0098,PROD-00124,108,43,2025-09-12
STR-0098,PROD-00125,142,94,2025-09-10
STR-0098,PROD-00126,392,80,2025-09-13
STR-0098,PROD-00127,433,90,2025-09-11
STR-0098,PROD-00128,276,94,2025-09-11
STR-0098,PROD-00129,161,54,2025-09-09
STR-0099,PROD-00124,221,61,2025-09-11
STR-0099,PROD-00125,251,44,2025-09-10
STR-0099,PROD-00126,109,38,2025-09-12
STR-0099,PROD-00127,161,11,2025-09-13
STR-0099,PROD-00128,113,63,2025-09-09
STR-0099,PROD-00129,88,73,2025-09-10
STR-0100,PROD-00124,247,55,2025-09-11
STR-0100,PROD-00125,74,58,2025-09-07
STR-0100,PROD-00126,262,17,2025-09-11
STR-0100,PROD-00127,209,53,2025-09-11
STR-0100,PROD-00128,14,14,2025-09-09
STR-0100,PROD-00129,387,63,2025-09-13
STR-0101,PROD-00124,168,77,2025-09-10
STR-0101,PROD-00125,62,23,2025-09-11
STR-0101,PROD-00126,458,64,2025-09-13
STR-0101,PROD-00127,201,12,2025-09-10
STR-0101,PROD-00128,369,23,2025-09-13
STR-0101,PROD-00129,179,98,2025-09-10
STR-0102,PROD-00124,483,79,2025-09-13
STR-0102,PROD-00125,176,68,2025-09-10
STR-0102,PROD-00126,271,26,2025-09-11
STR-0102,PROD-00127,156,72,2025-09-09
STR-0102,PROD-00128,130,94,2025-09-11
STR-0102,PROD-00129,284,48,2025-09-10
STR-0103,PROD-00124,115,12,2025-09-10
STR-0103,PROD-00125,267,75,2025-09-11
STR-0103,PROD-00126,102,19,2025-09-11
STR-0103,PROD-00127,168,64,2025-09-12
STR-0103,PROD-00128,96,23,2025-09-10
STR-0103,PROD-00129,39,22,2025-09-09
STR-0104,PROD-00124,182,71,2025-09-12
STR-0104,PROD-00125,202,78,2025-09-09
STR-0104,PROD-00126,22,16,2025-09-10
STR-0104,PROD-00127,30,29,2025-09-11
STR-0104,PROD-00128,234,59,2025-09-12
STR-0104,PROD-00129,290,64,2025-09-12
STR-0105,PROD-00130,250,99,2025-09-12
STR-0105,PROD-00131,343,59,2025-09-13
STR-0105,PROD-00132,265,45,2025-09-12
STR-0105,PROD-00133,326,83,2025-09-13
STR-0105,PROD-00134,55,43,2025-09-09
STR-0106,PROD-00130,219,24,2025-09-10
STR-0106,PROD-00131,258,43,2025-09-10
STR-0106,PROD-00132,158,22,2025-09-12
STR-0106,PROD-00133,175,36,2025-09-11
STR-0106,PROD-00134,176,35,2025-09-13
STR-0107,PROD-00135,309,44,2025-09-12
STR-0107,PROD-00136,180,65,2025-09-13
STR-0107,PROD-00137,271,40,2025-09-13
STR-0107,PROD-00138,214,31,2025-09-11
STR-0107,PROD-00139,175,52,2025-09-10
STR-0107,PROD-00140,176,99,2025-09-12
STR-0107,PROD-00141,289,52,2025-09-11
STR-0108,PROD-00135,161,35,2025-09-11
STR-0108,PROD-00136,71,28,2025-09-10
STR-0108,PROD-00137,332,45,2025-09-13
STR-0108,PROD-00138,289,78,2025-09-10
STR-0108,PROD-00139,210,68,2025-09-10
STR-0108,PROD-00140,398,60,2025-09-10
STR-0108,PROD-00141,114,22,2025-09-12
STR-0109,PROD-00135,387,71,2025-09-11
STR-0109,PROD-00136,437,44,2025-09-13
STR-0109,PROD-00137,209,79,2025-09-13
STR-0109,PROD-00138,86,41,2025-09-12
STR-0109,PROD-00139,86,16,2025-09-11
STR-0109,PROD-00140,136,22,2025-09-10
STR-0109,PROD-00141,289,24,2025-09-13
STR-0110,PROD-00135,153,75,2025-09-09
STR-0110,PROD-00136,308,54,2025-09-12
STR-0110,PROD-00137,353,47,2025-09-11
STR-0110,PROD-00138,509,70,2025-09-13
STR-0110,PROD-00139,156,72,2025-09-13
STR-0110,PROD-00140,255,41,2025-09-13
STR-0110,PROD-00141,425,59,2025-09-13
STR-0111,PROD-00135,292,31,2025-09-13
STR-0111,PROD-00136,508,33,2025-09-13
STR-0111,PROD-00137,229,31,2025-09-12
STR-0111,PROD-00138,94,42,2025-09-10
STR-0111,PROD-00139,164,64,2025-09-11
STR-0111,PROD-00140,239,10,2025-09-13
STR-0111,PROD-00141,188,16,2025-09-10
STR-0112,PROD-00135,354,52,2025-09-11
STR-0112,PROD-00136,454,54,2025-09-12
STR-0112,PROD-00137,190,70,2025-09-11
STR-0112,PROD-00138,257,41,2025-09-11
STR-0112,PROD-00139,123,63,2025-09-09
STR-0112,PROD-00140,183,43,2025-09-11
STR-0112,PROD-00141,166,62,2025-09-11
STR-0113,PROD-00135,510,70,2025-09-13
STR-0113,PROD-00136,221,98,2025-09-09
STR-0113,PROD-00137,239,38,2025-09-11
STR-0113,PROD-00138,137,45,2025-09-10
STR-0113,PROD-00139,195,74,2025-09-11
STR-0113,PROD-00140,369,72,2025-09-10
STR-0113,PROD-00141,336,37,2025-09-10
STR-0114,PROD-00135,45,34,2025-09-11
STR-0114,PROD-00136,444,62,2025-09-11
STR-0114,PROD-00137,378,56,2025-09-13
STR-0114,PROD-00138,179,53,2025-09-09
STR-0114,PROD-00139,344,42,2025-09-11
STR-0114,PROD-00140,147,100,2025-09-12
STR-0114,PROD-00141,31,10,2025-09-09
STR-0115,PROD-00135,320,29,2025-09-12
STR-0115,PROD-00136,311,99,2025-09-10
STR-0115,PROD-00137,124,78,2025-09-09
STR-0115,PROD-00138,168,29,2025-09-10
STR-0115,PROD-00139,116,26,2025-09-09
STR-0115,PROD-00140,66,30,2025-09-11
STR-0115,PROD-00141,189,31,2025-09-12
STR-0116,PROD-00142,250,82,2025-09-13
STR-0116,PROD-00143,270,77,2025-09-11
STR-0116,PROD-00144,145,27,2025-09-10
STR-0116,PROD-00145,327,51,2025-09-10
STR-0116,PROD-00146,251,47,2025-09-10
STR-0116,PROD-00147,362,68,2025-09-10
STR-0116,PROD-00148,284,32,2025-09-11
STR-0116,PROD-00149,165,89,2025-09-11
STR-0117,PROD-00142,180,85,2025-09-13
STR-0117,PROD-00143,454,75,2025-09-11
STR-0117,PROD-00144,187,82,2025-09-10
STR-0117,PROD-00145,124,70,2025-09-09
STR-0117,PROD-00146,240,48,2025-09-11
STR-0117,PROD-00147,203,69,2025-09-13
STR-0117,PROD-00148,336,85,2025-09-13
STR-0117,PROD-00149,351,96,2025-09-11
STR-0118,PROD-00142,202,40,2021-01-01
STR-0118,PROD-00143,245,49,2021-01-01
STR-0118,PROD-00144,57,11,2021-01-01
STR-0118,PROD-00145,150,30,2021-01-01
STR-0118,PROD-00146,416,83,2021-01-01
STR-0118,PROD-00147,327,65,2021-01-01
STR-0118,PROD-00148,443,88,2021-01-01
STR-0118,PROD-00149,366,73,2021-01-01
STR-0119,PROD-00142,365,27,2025-09-11
STR-0119,PROD-00143,345,48,2025-09-11
STR-0119,PROD-00144,131,81,2025-09-11
STR-0119,PROD-00145,164,97,2025-09-09
STR-0119,PROD-00146,346,33,2025-09-13
STR-0119,PROD-00147,454,95,2025-09-10
STR-0119,PROD-00148,206,44,2025-09-12
STR-0119,PROD-00149,186,58,2025-09-13
STR-0120,PROD-00142,213,74,2025-09-13
STR-0120,PROD-00143,328,31,2025-09-11
STR-0120,PROD-00144,201,53,2025-09-11
STR-0120,PROD-00145,438,50,2025-09-12
STR-0120,PROD-00146,87,39,2025-09-08
STR-0120,PROD-00147,158,34,2025-09-11
STR-0120,PROD-00148,82,16,2025-09-10
STR-0120,PROD-00149,196,81,2025-09-12
STR-0121,PROD-00150,60,44,2025-09-11
STR-0121,PROD-00151,65,16,2025-09-09
STR-0121,PROD-00152,272,25,2025-09-13
STR-0121,PROD-00153,310,40,2025-09-13
STR-0121,PROD-00154,83,37,2025-09-11
STR-0121,PROD-00155,139,36,2025-09-13
STR-0122,PROD-00150,357,65,2025-09-12
STR-0122,PROD-00151,346,24,2025-09-13
STR-0122,PROD-00152,204,94,2025-09-13
STR-0122,PROD-00153,352,75,2025-09-11
STR-0122,PROD-00154,292,12,2025-09-11
STR-0122,PROD-00155,370,99,2025-09-12
STR-0123,PROD-00150,265,99,2025-09-09
STR-0123,PROD-00151,439,10,2025-09-13
STR-0123,PROD-00152,377,25,2025-09-12
STR-0123,PROD-00153,176,60,2025-09-11
STR-0123,PROD-00154,255,97,2025-09-12
STR-0123,PROD-00155,115,74,2025-09-11
STR-0124,PROD-00150,258,18,2025-09-13
STR-0124,PROD-00151,397,86,2025-09-11
STR-0124,PROD-00152,128,56,2025-09-08
STR-0124,PROD-00153,221,93,2025-09-12
STR-0124,PROD-00154,281,67,2025-09-13
STR-0124,PROD-00155,315,53,2025-09-12
STR-0125,PROD-00150,279,55,2021-01-01
STR-0125,PROD-00151,138,27,2021-01-01
STR-0125,PROD-00152,279,55,2021-01-01
STR-0125,PROD-00153,366,73,2021-01-01
STR-0125,PROD-00154,195,39,2021-01-01
STR-0125,PROD-00155,336,67,2021-01-01
STR-0126,PROD-00156,260,80,2025-09-09
STR-0126,PROD-00157,52,25,2025-09-09
STR-0126,PROD-00158,411,87,2025-09-13
STR-0126,PROD-00159,190,89,2025-09-10
STR-0126,PROD-00160,327,86,2025-09-12
STR-0126,PROD-00161,382,46,2025-09-13
STR-0127,PROD-00156,43,25,2025-09-10
STR-0127,PROD-00157,91,80,2025-09-12
STR-0127,PROD-00158,74,38,2025-09-11
STR-0127,PROD-00159,329,56,2025-09-11
STR-0127,PROD-00160,255,87,2025-09-11
STR-0127,PROD-00161,384,16,2025-09-13
STR-0128,PROD-00156,408,33,2025-09-11
STR-0128,PROD-00157,72,37,2025-09-09
STR-0128,PROD-00158,258,51,2025-09-11
STR-0128,PROD-00159,177,40,2025-09-10
STR-0128,PROD-00160,30,20,2025-09-12
STR-0128,PROD-00161,308,66,2025-09-10
STR-0129,PROD-00156,171,75,2025-09-10
STR-0129,PROD-00157,356,73,2025-09-12
STR-0129,PROD-00158,149,28,2025-09-09
STR-0129,PROD-00159,338,32,2025-09-12
STR-0129,PROD-00160,258,74,2025-09-11
STR-0129,PROD-00161,174,53,2025-09-12
STR-0130,PROD-00156,473,91,2025-09-10
STR-0130,PROD-00157,100,12,2025-09-11
STR-0130,PROD-00158,303,22,2025-09-11
STR-0130,PROD-00159,227,80,2025-09-10
STR-0130,PROD-00160,221,80,2025-09-13
STR-0130,PROD-00161,112,11,2025-09-11
STR-0131,PROD-00156,70,26,2025-09-09
STR-0131,PROD-00157,162,80,2025-09-09
STR-0131,PROD-00158,158,10,2025-09-11
STR-0131,PROD-00159,189,34,2025-09-11
STR-0131,PROD-00160,69,36,2025-09-10
STR-0131,PROD-00161,127,53,2025-09-12
STR-0132,PROD-00162,255,21,2025-09-12
STR-0132,PROD-00163,251,12,2025-09-11
STR-0132,PROD-00164,250,70,2025-09-11
STR-0132,PROD-00165,172,15,2025-09-13
STR-0132,PROD-00166,446,82,2025-09-12
STR-0133,PROD-00162,146,27,2025-09-10
STR-0133,PROD-00163,107,45,2025-09-09
STR-0133,PROD-00164,391,17,2025-09-12
STR-0133,PROD-00165,73,37,2025-09-11
STR-0133,PROD-00166,182,24,2025-09-10
STR-0134,PROD-00162,112,22,2021-01-01
STR-0134,PROD-00163,405,81,2021-01-01
STR-0134,PROD-00164,98,19,2021-01-01
STR-0134,PROD-00165,148,29,2021-01-01
STR-0134,PROD-00166,362,72,2021-01-01
STR-0135,PROD-00162,126,12,2025-09-09
STR-0135,PROD-00163,209,15,2025-09-11
STR-0135,PROD-00164,261,48,2025-09-10
STR-0135,PROD-00165,90,63,2025-09-10
STR-0135,PROD-00166,305,86,2025-09-11
STR-0136,PROD-00162,60,12,2021-01-01
STR-0136,PROD-00163,122,24,2021-01-01
STR-0136,PROD-00164,354,70,2021-01-01
STR-0136,PROD-00165,344,68,2021-01-01
STR-0136,PROD-00166,162,32,2021-01-01
STR-0137,PROD-00162,428,21,2025-09-11
STR-0137,PROD-00163,369,40,2025-09-12
STR-0137,PROD-00164,134,93,2025-09-10
STR-0137,PROD-00165,311,62,2025-09-11
STR-0137,PROD-00166,109,96,2025-09-10
STR-0138,PROD-00162,227,20,2025-09-13
STR-0138,PROD-00163,218,11,2025-09-12
STR-0138,PROD-00164,108,31,2025-09-12
STR-0138,PROD-00165,236,87,2025-09-11
STR-0138,PROD-00166,277,88,2025-09-12
STR-0139,PROD-00162,182,18,2025-09-11
STR-0139,PROD-00163,315,34,2025-09-11
STR-0139,PROD-00164,194,57,2025-09-09
STR-0139,PROD-00165,334,68,2025-09-12
STR-0139,PROD-00166,419,18,2025-09-13
STR-0140,PROD-00167,303,72,2025-09-10
STR-0140,PROD-00168,331,60,2025-09-13
STR-0140,PROD-00169,329,45,2025-09-11
STR-0140,PROD-00170,304,11,2025-09-13
STR-0140,PROD-00171,215,57,2025-09-13
STR-0141,PROD-00167,226,42,2025-09-09
STR-0141,PROD-00168,357,53,2025-09-13
STR-0141,PROD-00169,174,93,2025-09-12
STR-0141,PROD-00170,225,50,2025-09-12
STR-0141,PROD-00171,152,87,2025-09-12
STR-0142,PROD-00167,78,64,2025-06-25
STR-0142,PROD-00168,273,54,2025-06-23
STR-0142,PROD-00169,211,44,2025-06-28
STR-0142,PROD-00170,67,61,2025-06-28
STR-0142,PROD-00171,165,16,2025-06-30
STR-0143,PROD-00172,301,81,2025-09-11
STR-0143,PROD-00173,185,97,2025-09-11
STR-0143,PROD-00174,356,63,2025-09-13
STR-0143,PROD-00175,413,21,2025-09-13
STR-0143,PROD-00176,147,66,2025-09-11
STR-0144,PROD-00172,87,22,2025-09-10
STR-0144,PROD-00173,161,92,2025-09-12
STR-0144,PROD-00174,386,33,2025-09-12
STR-0144,PROD-00175,98,63,2025-09-09
STR-0144,PROD-00176,152,32,2025-09-12
STR-0145,PROD-00172,212,50,2025-09-12
STR-0145,PROD-00173,210,60,2025-09-11
STR-0145,PROD-00174,317,57,2025-09-11
STR-0145,PROD-00175,272,92,2025-09-13
STR-0145,PROD-00176,132,42,2025-09-10
STR-0146,PROD-00172,400,95,2025-09-13
STR-0146,PROD-00173,196,32,2025-09-11
STR-0146,PROD-00174,98,33,2025-09-08
STR-0146,PROD-00175,109,20,2025-09-12
STR-0146,PROD-00176,144,78,2025-09-10
STR-0147,PROD-00177,65,61,2025-07-23
STR-0147,PROD-00178,126,59,2025-07-30
STR-0147,PROD-00179,160,55,2025-07-27
STR-0147,PROD-00180,205,61,2025-07-26
STR-0147,PROD-00181,124,15,2025-07-27
STR-0147,PROD-00182,97,57,2025-07-27
STR-0148,PROD-00177,342,77,2025-09-11
STR-0148,PROD-00178,189,69,2025-09-11
STR-0148,PROD-00179,139,79,2025-09-09
STR-0148,PROD-00180,77,49,2025-09-07
STR-0148,PROD-00181,134,45,2025-09-10
STR-0148,PROD-00182,422,32,2025-09-13
STR-0149,PROD-00183,91,58,2025-09-10
STR-0149,PROD-00184,231,59,2025-09-13
STR-0149,PROD-00185,108,59,2025-09-07
STR-0149,PROD-00186,459,60,2025-09-12
STR-0149,PROD-00187,301,84,2025-09-11
STR-0149,PROD-00188,85,35,2025-09-10
STR-0149,PROD-00189,433,58,2025-09-11
STR-0149,PROD-00190,110,39,2025-09-09
STR-0150,PROD-00183,113,97,2025-09-12
STR-0150,PROD-00184,43,34,2025-09-08
STR-0150,PROD-00185,164,90,2025-09-09
STR-0150,PROD-00186,196,75,2025-09-11
STR-0150,PROD-00187,115,76,2025-09-08
STR-0150,PROD-00188,88,51,2025-09-10
STR-0150,PROD-00189,407,82,2025-09-13
STR-0150,PROD-00190,101,50,2025-09-11
STR-0151,PROD-00183,213,92,2025-09-11
STR-0151,PROD-00184,288,87,2025-09-11
STR-0151,PROD-00185,371,79,2025-09-12
STR-0151,PROD-00186,267,62,2025-09-11
STR-0151,PROD-00187,117,31,2025-09-08
STR-0151,PROD-00188,281,98,2025-09-13
STR-0151,PROD-00189,226,60,2025-09-10
STR-0151,PROD-00190,83,44,2025-09-10
STR-0152,PROD-00183,179,38,2025-09-13
STR-0152,PROD-00184,365,94,2025-09-10
STR-0152,PROD-00185,142,89,2025-09-09
STR-0152,PROD-00186,105,29,2025-09-09
STR-0152,PROD-00187,349,21,2025-09-13
STR-0152,PROD-00188,447,63,2025-09-11
STR-0152,PROD-00189,341,35,2025-09-12
STR-0152,PROD-00190,188,10,2025-09-11
STR-0153,PROD-00183,369,33,2025-09-13
STR-0153,PROD-00184,376,63,2025-09-10
STR-0153,PROD-00185,419,56,2025-09-13
STR-0153,PROD-00186,186,95,2025-09-09
STR-0153,PROD-00187,222,68,2025-09-11
STR-0153,PROD-00188,127,97,2025-09-12
STR-0153,PROD-00189,166,18,2025-09-11
STR-0153,PROD-00190,146,69,2025-09-12
STR-0154,PROD-00191,348,33,2025-09-13
STR-0154,PROD-00192,325,79,2025-09-12
STR-0154,PROD-00193,181,68,2025-09-10
STR-0154,PROD-00194,336,50,2025-09-13
STR-0154,PROD-00195,522,80,2025-09-12
STR-0155,PROD-00191,101,79,2025-09-11
STR-0155,PROD-00192,142,44,2025-09-13
STR-0155,PROD-00193,117,77,2025-09-09
STR-0155,PROD-00194,127,45,2025-09-12
STR-0155,PROD-00195,76,46,2025-09-10
STR-0156,PROD-00191,219,85,2025-09-13
STR-0156,PROD-00192,25,15,2025-09-08
STR-0156,PROD-00193,246,83,2025-09-13
STR-0156,PROD-00194,185,29,2025-09-11
STR-0156,PROD-00195,251,81,2025-09-10
STR-0157,PROD-00191,446,89,2021-01-01
STR-0157,PROD-00192,111,22,2021-01-01
STR-0157,PROD-00193,320,64,2021-01-01
STR-0157,PROD-00194,117,23,2021-01-01
STR-0157,PROD-00195,147,29,2021-01-01
STR-0158,PROD-00191,406,26,2025-09-12
STR-0158,PROD-00192,161,33,2025-09-11
STR-0158,PROD-00193,285,10,2025-09-13
STR-0158,PROD-00194,31,10,2025-09-10
STR-0158,PROD-00195,334,97,2025-09-11
STR-0159,PROD-00196,105,77,2025-09-09
STR-0159,PROD-00197,162,35,2025-09-10
STR-0159,PROD-00198,332,39,2025-09-11
STR-0159,PROD-00199,470,13,2025-09-12
STR-0159,PROD-00200,60,44,2025-09-09
STR-0159,PROD-00201,329,61,2025-09-11
STR-0160,PROD-00196,168,61,2025-09-10
STR-0160,PROD-00197,163,66,2025-09-11
STR-0160,PROD-00198,97,44,2025-09-12
STR-0160,PROD-00199,125,72,2025-09-11
STR-0160,PROD-00200,259,98,2025-09-12
STR-0160,PROD-00201,248,98,2025-09-13
STR-0161,PROD-00196,441,68,2025-09-11
STR-0161,PROD-00197,132,85,2025-09-10
STR-0161,PROD-00198,104,56,2025-09-06
STR-0161,PROD-00199,206,32,2025-09-13
STR-0161,PROD-00200,164,11,2025-09-09
STR-0161,PROD-00201,187,94,2025-09-10
STR-0162,PROD-00196,305,93,2025-09-10
STR-0162,PROD-00197,346,28,2025-09-13
STR-0162,PROD-00198,256,72,2025-09-12
STR-0162,PROD-00199,153,83,2025-09-06
STR-0162,PROD-00200,173,99,2025-09-12
STR-0162,PROD-00201,149,32,2025-09-11
STR-0163,PROD-00196,178,36,2025-09-10
STR-0163,PROD-00197,414,87,2025-09-12
STR-0163,PROD-00198,55,53,2025-09-10
STR-0163,PROD-00199,147,74,2025-09-10
STR-0163,PROD-00200,371,72,2025-09-10
STR-0163,PROD-00201,256,20,2025-09-11
STR-0164,PROD-00202,318,51,2025-09-11
STR-0164,PROD-00203,205,45,2025-09-11
STR-0164,PROD-00204,224,99,2025-09-13
STR-0164,PROD-00205,143,13,2025-09-13
STR-0164,PROD-00206,234,94,2025-09-08
STR-0164,PROD-00207,119,93,2025-09-09
STR-0165,PROD-00202,281,43,2025-09-12
STR-0165,PROD-00203,148,51,2025-09-11
STR-0165,PROD-00204,209,63,2025-09-09
STR-0165,PROD-00205,303,35,2025-09-11
STR-0165,PROD-00206,192,95,2025-09-13
STR-0165,PROD-00207,138,93,2025-09-10
STR-0166,PROD-00202,202,20,2025-09-11
STR-0166,PROD-00203,197,33,2025-09-12
STR-0166,PROD-00204,316,74,2025-09-13
STR-0166,PROD-00205,308,68,2025-09-13
STR-0166,PROD-00206,100,67,2025-09-08
STR-0166,PROD-00207,136,89,2025-09-12
STR-0167,PROD-00202,165,63,2025-09-10
STR-0167,PROD-00203,52,37,2025-09-11
STR-0167,PROD-00204,198,50,2025-09-09
STR-0167,PROD-00205,157,61,2025-09-12
STR-0167,PROD-00206,152,83,2025-09-10
STR-0167,PROD-00207,193,42,2025-09-13
STR-0168,PROD-00202,95,49,2025-09-10
STR-0168,PROD-00203,330,27,2025-09-10
STR-0168,PROD-00204,124,36,2025-09-09
STR-0168,PROD-00205,518,98,2025-09-13
STR-0168,PROD-00206,156,38,2025-09-11
STR-0168,PROD-00207,78,55,2025-09-10
STR-0169,PROD-00202,136,66,2025-09-09
STR-0169,PROD-00203,374,74,2025-09-13
STR-0169,PROD-00204,242,29,2025-09-13
STR-0169,PROD-00205,219,23,2025-09-11
STR-0169,PROD-00206,289,24,2025-09-13
STR-0169,PROD-00207,136,53,2025-09-13
STR-0170,PROD-00202,147,27,2025-09-09
STR-0170,PROD-00203,80,59,2025-09-08
STR-0170,PROD-00204,247,22,2025-09-11
STR-0170,PROD-00205,87,68,2025-09-11
STR-0170,PROD-00206,239,71,2025-09-13
